NewCompletedTrajs,StepsInTrajWindow,Iteration,CumTime (s),CumSteps,CumCompletedTrajs,CumUpdates,StepsPerSecond,UpdatesPerSecond,ReplayRatio,CumReplayRatio,LengthAverage,LengthStd,LengthMedian,LengthMin,LengthMax,ReturnAverage,ReturnStd,ReturnMedian,ReturnMin,ReturnMax,NonzeroRewardsAverage,NonzeroRewardsStd,NonzeroRewardsMedian,NonzeroRewardsMin,NonzeroRewardsMax,DiscountedReturnAverage,DiscountedReturnStd,DiscountedReturnMedian,DiscountedReturnMin,DiscountedReturnMax,lossAverage,lossStd,lossMedian,lossMin,lossMax,gradNormAverage,gradNormStd,gradNormMedian,gradNormMin,gradNormMax,entropyAverage,entropyStd,entropyMedian,entropyMin,entropyMax,perplexityAverage,perplexityStd,perplexityMedian,perplexityMin,perplexityMax
24,19200,5,31.35318112373352,19200,24,192,612.3780526201889,6.123780526201889,32.0,32.0,800.0,0.0,800.0,800,800,-2.696128377412629,32.57431519070376,2.707377286109849,-95.61415248610199,56.12070029489132,800.0,0.0,800.0,800,800,4.926793224256323,11.881410659666852,0.734750899608919,-16.63108286439334,27.7014317964837,179.31017660101256,339.19942044345345,6.285961389541626,2.516674041748047,933.5689697265625,47454.34324748694,88474.29494457875,8622.551367569351,2132.296351101463,483377.59367111034,17.011555949846905,0.011249786695513847,17.015252113342285,16.981603622436523,17.027284622192383,24448015.46875,265197.32856165536,24534761.0,23748570.0,24822494.0
24,38400,11,61.95171523094177,38400,48,384,627.4810398671013,6.274810398671013,32.0,32.0,800.0,0.0,800.0,800,800,8.045808419866445,28.940883321885156,10.321676576336085,-95.61415248610199,62.08528515719951,800.0,0.0,800.0,800,800,8.28355117214497,10.50994422941226,9.40684446340882,-16.63108286439334,27.7014317964837,4.010201672712962,1.7066877600301615,3.9863805770874023,1.9448814392089844,6.587770462036133,10447.057281901953,5679.35799531883,10289.903372826742,3385.3404670311606,29033.617763189246,16.863237112760544,0.06550985258486366,16.84475040435791,16.778244018554688,16.980981826782227,21148898.697916668,1396051.3838848276,20728757.0,19375622.0,23733278.0
23,56800,17,91.21441888809204,57600,71,576,656.1252926234151,6.561252926234151,32.0,32.0,800.0,0.0,800.0,800,800,10.994636884166162,27.67554358911453,12.147753628468637,-95.61415248610199,62.08528515719951,800.0,0.0,800.0,800,800,10.934703985551696,11.28508484511816,11.262307468358383,-16.63108286439334,33.0740964077026,3.023162614554167,2.338642871742827,2.5829707384109497,0.5884813666343689,6.342134952545166,19217.73973751518,10804.82287385183,20198.535459656832,3855.7113102908156,60726.09097523176,16.69940985242526,0.05495822674633547,16.685075759887695,16.617048263549805,16.786771774291992,17929962.104166668,1005216.468056036,17635538.0,16475611.0,19561242.0
25,76800,23,120.2256989479065,76800,96,768,661.8115422833499,6.618115422833499,32.0,32.0,800.0,0.0,800.0,800,800,11.783410577643265,25.498120463038813,13.163730940949364,-95.61415248610199,62.08528515719951,800.0,0.0,800.0,800,800,11.690954756378352,11.442649494341957,12.262897364209218,-25.565267720862057,33.0740964077026,266.6444416549057,477.99279427569684,4.234524250030518,0.3584800064563751,1337.155517578125,283367.62669662095,571823.0022153648,22201.07650462827,4977.917128595974,2122677.977226919,16.563778440157574,0.028498520638616888,16.5622501373291,16.528406143188477,16.616174697875977,15670770.833333334,435633.295017645,15667178.5,15136846.0,16461445.0
24,80000,29,150.0900764465332,96000,120,960,642.9064192241375,6.429064192241374,32.0,32.0,800.0,0.0,800.0,800,800,17.380003457007817,18.960478632066142,18.440721107030917,-51.34709435904549,62.08528515719951,800.0,0.0,800.0,800,800,14.79466714762429,10.213499853502688,15.856006354379417,-25.565267720862057,33.0740964077026,2.0786236824157336,1.891369883150196,2.006033092737198,0.08899881690740585,4.605879783630371,15516.979167712727,11179.985827285986,13130.081143406345,3712.669892991046,66905.65664887494,16.438757707675297,0.06648884772174031,16.43521499633789,16.34482765197754,16.537588119506836,13863627.338541666,913642.2888579813,13806842.0,12590592.0,15254546.0
24,80000,35,179.5715045928955,115200,144,1152,651.2574596006834,6.512574596006834,32.0,32.0,800.0,0.0,800.0,800,800,19.276692236597306,19.245615574578185,21.70500046056509,-51.34709435904549,55.03499502786391,800.0,0.0,800.0,800,800,17.00495669834067,11.088538148833871,17.66179173685879,-25.565267720862057,40.53548070278506,2.55654501724833,2.5582754432809867,1.6292178183794022,0.07155033946037292,6.311927318572998,17502.843292341986,13424.499731319358,14424.787383063456,3546.302918394166,77477.6036881517,16.240252902110416,0.05400610405443901,16.215755462646484,16.182466506958008,16.3498477935791,11349657.0625,615785.3889089663,11068511.5,10701477.0,12643523.0
24,80000,41,209.06162309646606,134400,168,1344,651.0655424350138,6.510655424350137,32.0,32.0,800.0,0.0,800.0,800,800,22.941686317210454,18.17838084752298,25.268063036257917,-28.76458328221494,67.49498595715433,800.0,0.0,800.0,800,800,19.15511019940343,11.096213668353746,19.889862790740466,-25.565267720862057,40.53548070278506,2.0661095924054584,1.9601836995328834,1.569717600941658,0.0841824859380722,5.436524868011475,25498.912273100304,21077.378774943652,22170.12273301764,4136.671205252674,116133.38321869406,16.122375150521595,0.04806136739328638,16.113252639770508,16.0582275390625,16.200927734375,10069002.567708334,488219.16155957355,9961951.0,9434143.0,10890890.0
24,80000,47,237.9961187839508,153600,192,1536,663.5678121842892,6.635678121842892,32.0,32.0,800.0,0.0,800.0,800,800,27.080001334531666,18.638772561398827,29.94861682176341,-28.76458328221494,67.49498595715433,800.0,0.0,800.0,800,800,21.2996724769607,11.92813351823238,23.33583280159925,-25.565267720862057,44.05973907584605,2.20228838242474,2.187243420872396,1.5767999365925789,0.031076667830348015,5.591124534606934,17449.68606451032,13002.036613333956,17727.91250964773,3001.4616130203444,74480.56240606231,15.990335404872894,0.046511083855865505,16.00753879547119,15.902709007263184,16.0621337890625,8821195.356770834,411989.0110746616,8968849.0,8062861.0,9474116.0
24,80000,53,267.05194211006165,172800,216,1728,660.7969694923784,6.607969694923783,32.0,32.0,800.0,0.0,800.0,800,800,6.944861080715396,426.9684811792789,35.23683439439427,-3979.496560774105,1506.8268486550182,800.0,0.0,800.0,800,800,23.99033027133869,11.523782587473619,26.200219043824745,-25.510495589533328,47.58969911277076,2780.724155950748,4829.56743317709,507.08099365234375,0.0059142932295799255,13638.525390625,3233297.6718910574,6619378.245831065,602547.7266478749,2969.0697997072466,31750939.28681552,15.874573767185211,0.015622553493766992,15.87901496887207,15.829986572265625,15.902456283569336,7841351.651041667,120897.38295398715,7875197.25,7505490.5,8060711.0
24,80000,59,295.34756731987,192000,240,1920,678.5501241847288,6.785501241847289,32.0,32.0,800.0,0.0,800.0,800,800,8.2291193795274,426.9979963663026,35.267537965526884,-3979.496560774105,1506.8268486550182,800.0,0.0,800.0,800,800,24.60164273446117,11.17566679208633,26.590771524926947,-25.510495589533328,47.58969911277076,1.4652963206560041,1.3584656869726979,1.2639576122164726,0.07084541767835617,3.5999844074249268,22628.397494947956,18179.973807722527,15418.48275428372,4857.032336061559,91120.81169591787,15.775985231002172,0.024783517547167868,15.76755142211914,15.73974323272705,15.828887939453125,7116492.0859375,180655.1390236025,7054055.75,6859456.0,7497858.5
